"Gene","Module","GS_Breed","GS_Weight","GS_PD","GS_Urea","GS_Breed_x_Weight","kME_module"
"ATP2A1","darkgreen",-0.436776205992724,0.332378486858501,-0.513316050888855,0.490297235663317,-0.269678269381279,0.90278748546
"TNNI2","green",0.483148427010628,-0.20507205572448,0.506954086494805,-0.282357841683705,0.320146727855815,0.251754902231359
"TPT1","turquoise",0.0405430908002858,0.65286034511165,-0.505592500424526,0.266384553352808,0.329717407370331,0.859309511259425
"PYGM","darkgreen",-0.353855678503818,0.0600614820771323,-0.234648194844043,0.362442371925841,-0.361391151853271,0.818663516626721
"LDHA","blue",-0.0251990488009924,-0.378903079378,0.349325704007395,0.0677986493668153,-0.291730187847249,0.0738970407824269
"MYH4","darkgreen",0.153671230882964,-0.0971544338170002,0.213988295124134,0.0480160345837114,0.0441151072692246,0.484679574022218
"ENSSSCG00000018076","turquoise",-0.0583146760113509,0.624275919739234,-0.582405112723967,0.13653104856942,0.291153987623251,0.674366888991555
"MYH3","tan",0.327214904092214,-0.0171588889928894,0.255850321150248,-0.180898452050059,0.260191255038284,0.184839905332137
"ND1","turquoise",-0.107545092058908,0.577981132239309,-0.559215990738079,0.116470600193585,0.344488626176181,0.147073220654662
"CYTB","turquoise",-0.33087788053374,0.507841583473112,-0.65227591471418,0.233975978056957,0.057766091298009,0.403422293556404
"PKM","darkgreen",-0.112922043938576,-0.111781180376359,0.0321513390959906,0.0726470688726404,-0.167254050460255,0.697736964847727
"SLN","blue",-0.143195484260598,0.677620570351435,-0.555358814218369,0.620453993680658,0.198491158205988,0.543980866567953
"TNNC2","turquoise",0.122886027371172,0.400679667019558,-0.238560448121348,0.093147449495566,0.342379131356581,0.433049216932009
"TSEN2","black",0.0225979842783107,0.276857597863256,-0.223589664213071,0.0746602405191051,0.275062650741684,0.280195191849182
"ND4","blue",-0.368689436302077,0.427251329185387,-0.61492601158252,0.214318051519201,-0.0282700130807951,0.500668974252493
"TPI1","darkgreen",-0.158656219632077,-0.157772985896837,0.0309405286870534,0.0820134252539079,-0.262857123811733,0.683856066837302
"RPLP1","turquoise",0.253979874699612,0.249365673776951,-0.0420888715655556,0.00976287397740575,0.291499651614658,0.745084775316244
"SPOCK3","turquoise",-0.0417932032907665,0.509320985258432,-0.461631567608759,0.0318378806583122,0.372961836387653,0.109453638652624
"RPS24","turquoise",0.0430235479790188,0.346763295361176,-0.275664299884595,0.136146366617887,0.167362941901249,0.846557183416099
"CA3","blue",-0.124123928748945,0.218136694285266,-0.221551832540823,0.232855838859928,-0.0271679983126164,0.657512327681668
"ENSSSCG00000033310","turquoise",-0.0961133877973275,0.268292006113022,-0.282881607997897,0.264962815760163,0.00745648621817688,0.705888599050506
"MYH1","brown",-0.337591666777238,0.35613848930296,-0.510951731804098,0.318712609819454,-0.201359501023171,0.445451558001429
"ND2","turquoise",0.0625958370401911,0.453978142073501,-0.358484801281921,0.00935562329669985,0.363868636048629,0.648927995657151
"MYH8","brown",-0.221068123772548,-0.0572393565678267,-0.0261488717147928,0.22761598794998,-0.270680018776168,0.436413473561978
"COX8H","lightcyan",-0.101021606363872,-0.683439026630757,0.463139408806033,-0.256428452552234,-0.351640699248488,0.640529335354666
"TNNC1","blue",-0.117341297589482,-0.058845822766258,-0.0784545599657834,-0.152367341300931,-0.168033997362131,0.125627398434232
"ENSSSCG00000029441","magenta",-0.441478659817004,0.388894043115227,-0.568961765900118,0.431348601502339,-0.215145761821727,0.59378953961015
"CRYAB","tan",-0.0028114920361416,0.591781053206556,-0.465909766752746,0.240416893080045,0.359199377471583,0.724345223244409
"ENSSSCG00000057611","greenyellow",0.222920339256322,-0.0690518661145729,0.140157348219105,-0.159081919960817,0.176479053349406,0.182897152952511
"CASQ1","darkgreen",-0.179943481575039,0.0401933983464359,-0.113845853204577,0.226895602676602,-0.163474837845569,0.861494159689801
"RPL23","turquoise",0.0933025128130189,0.174897126222137,-0.101531911302636,0.0450212644051105,0.130285324436697,0.775760741631982
"EFCAB7","darkgreen",-0.303254033162109,0.0469154478139782,-0.150976817256306,0.388003240428239,-0.235828738816656,0.722821644494789
"MYL2","blue",-0.0295019237332652,-0.18526029625421,0.0601789110966807,-0.303833367007127,-0.11127886031667,-0.0181949699766772
"EEF1A2","darkgreen",-0.162657208389672,-0.283279734368053,0.182908366443857,0.018594402065086,-0.129514074725943,0.46468233339844
"ENSSSCG00000056610","black",-0.0625326146482212,0.357307570348253,-0.336430750083013,0.162501468271455,0.216087691903003,0.366843237999382
"ACTN3","darkgreen",-0.239397652874024,-0.0756222515901009,-0.0318565707601929,0.244601253938566,-0.301458380829503,0.732105843373024
"RPS28","black",0.340233968958377,0.647606849762801,-0.321912480104426,0.112679390529714,0.654609284248911,0.508771867859265
"RPS29","turquoise",0.00518478902453776,0.467511948791853,-0.376782537330622,0.23299027177684,0.16524248774656,0.806444755871473
"ENSSSCG00000008170","turquoise",0.248261759546946,0.375627515529719,-0.152668331754796,0.0611780320316453,0.383574051879754,0.787806477136928
"ND6","turquoise",-0.0505852494238581,0.284237887775625,-0.274696531836788,0.113723133349176,0.066904664552582,0.747099791320154
"PGAM2","darkgrey",-0.052957567435016,-0.50271828150834,0.411592079373407,-0.108365493767669,-0.315450862048342,0.560481285769917
"MYBPC2","darkgreen",-0.106900105783627,0.0771146099782347,-0.0902714735216678,0.236597979807095,-0.146903534334049,0.786850815628498
"YBX3","turquoise",0.142209716133735,-0.142563402440522,0.224264182733713,-0.0446693184653525,-0.0355751267278378,0.686726788985064
"RPL34","turquoise",0.0567463007929662,0.454108418286292,-0.342303027194471,0.183516232674872,0.238157046763495,0.856057254285981
"ENSSSCG00000036052","turquoise",0.0501311583503201,0.668718040928363,-0.542974903895277,0.156590560970671,0.298923295001384,0.530670824474294
"5_8S_rRNA","magenta",-0.0943535694097416,0.474343739817906,-0.443783818263663,0.250802974736719,0.175325882909995,0.314427488335223
"TNNT1","blue",0.132769120052284,-0.0479200596336702,0.0546211504807308,-0.263782179532821,0.0338367914922145,-0.0350066642728764
"B2M","greenyellow",0.193380773318397,-0.592342177827095,0.501984793914495,-0.479561300721337,-0.210484471700924,0.888112303624569
"RPL22","turquoise",0.0650931361765702,0.412998984698352,-0.307642196741152,0.149608345061164,0.226429253094554,0.873563111971315
"RPS26","turquoise",0.0335807665875209,0.263812827213221,-0.199021763725123,0.135448019082592,0.103927141530772,0.790914701745436
"RPL23A","turquoise",0.063524860740028,0.393428673335908,-0.273623607668645,0.192478398492588,0.257085593933351,0.80230281665475
"HSPB1","black",-0.201039352411717,0.368530470389936,-0.421517664958551,0.225425742911999,0.0730837113363006,0.496393945958592
"RPL24","turquoise",0.18117917554996,0.2955606870589,-0.14068578855522,0.0290605510061041,0.301682820686346,0.769385734600755
"RPL26","turquoise",0.0240277019019695,0.429188952300406,-0.332122144013109,0.21916581866582,0.211604006906921,0.875245211036481
"ENSSSCG00000000207","blue",-0.0279300837964231,-0.102461559146753,0.0260503302665037,-0.00289445579322969,-0.171339934560643,-0.0535764737074396
"DES","magenta",-0.118376653261097,0.205553256889975,-0.248944148954875,-0.00100760411563259,0.0507356115752827,0.323036590521329
"UBB","black",-0.21400549886719,0.783329178269386,-0.757619620335417,0.467872316072593,0.185152360766427,0.878948204740515
"ATF4","turquoise",-0.0539177669029095,0.672746256933625,-0.535157805845649,0.365492726251414,0.337951416159298,0.747534318236165
"ENSSSCG00000000298","black",0.0927947489983869,0.470541917189621,-0.295910862066392,0.227807875825663,0.279416152680671,0.415157472587079
"MYH7","darkgreen",-0.257468526000462,-0.00700823399165055,-0.177417646663623,-0.0206041088692942,-0.264440486510469,0.564929197752496
"ENSSSCG00000059398","brown",-0.455727818791784,-0.102020610419206,-0.140544091767791,0.251685223464499,-0.318663979062661,0.0519913910827516
"RPL10","turquoise",-0.168760490963948,0.251938773361889,-0.332484321344,0.258615575663812,-0.0960737522258343,0.517579469709917
"ENSSSCG00000061243","turquoise",0.181949991062456,0.2299575620856,-0.0963126095334184,-0.00190647618211155,0.204343300463932,0.777240874044306
"KLHL41","turquoise",-0.0597827656693931,0.094954923664785,-0.151365779273331,0.0764101031218394,-0.0865713966833772,0.854281268618206
"ENSSSCG00000010359","black",-0.212611520686159,0.431030643830262,-0.435761119603326,0.383792217333691,0.0700245816114562,0.775258234575638
"RPS3A","turquoise",0.102468247075893,0.359174067572595,-0.244958913886476,0.113023833927463,0.208939147830074,0.835542470277443
"ENSSSCG00000033697","turquoise",0.112465208576881,-0.221137906966033,0.232631361974274,-0.0893576822754775,-0.0418359826346777,0.452266114286601
"ssc-mir-10390","blue",-0.397649434242732,0.354128497379884,-0.568438900668555,0.305893486658369,-0.245876928484468,0.558017291630504
"AK1","green",0.210971580635468,-0.603132282486721,0.624055759226779,-0.359699717898651,-0.154663553178383,0.484438140135493
"MYOZ1","brown",-0.260555215328455,-0.153050162724311,-0.0341683588028143,0.072898260816603,-0.285119654986888,0.0076158615891878
"RPL6","turquoise",0.10539084698019,0.355865709470319,-0.241783936304435,0.101577568594245,0.240853725432107,0.858735420510684
"ENSSSCG00000060989","lightcyan",0.0889873585918901,-0.342848702544903,0.288461792170988,-0.281180971306612,-0.0212440864589946,0.503043436828866
"RPS16","turquoise",0.256594287523165,0.316223378863692,-0.138273651463564,-0.0241971437503198,0.349581505491022,0.550714944249789
"TNNI1","darkgreen",-0.18134613262261,0.00293258570810839,-0.155786815492186,-0.11777073613954,-0.162215174435509,0.392149502748333
"PDLIM3","magenta",-0.362843905801928,0.608417458679928,-0.690479143416843,0.608918783682211,-0.113653089766609,0.854635878984885
"IGHM","darkgreen",-0.102018942198854,0.355539028103035,-0.323025370253468,0.350173800824323,0.00064884459969514,0.701095870036433
"ENSSSCG00000055221","black",-0.0639686150860734,0.188953774563574,-0.198438204732587,0.108538353798594,0.166220002508392,0.251490439176586
"ENSSSCG00000001543","turquoise",0.1805383339724,0.0554143014850328,0.0291068687334406,-0.0830410748802199,0.132149287488791,0.677481771671275
"GPI","darkgreen",-0.06560770736614,-0.168057706099871,0.111258464809762,0.0826765688441721,-0.214412433224301,0.676102327939456
"TCAP","turquoise",0.165387958560062,0.452213711748801,-0.292153171634302,0.0273603687156035,0.339889887972018,0.499176230063095
"MYL6B","black",-0.0847120351811238,0.14238654045604,-0.209467430471861,-0.0729787909290277,0.0113733167393299,0.242993491024048
"RPS7","turquoise",0.0573775248320252,0.30999507976833,-0.229733222029042,0.120573268303012,0.140084253098363,0.848791473434551
"RPL7","turquoise",-0.0277515087595886,0.31136684216154,-0.272145405569008,0.213821325169179,0.0778907813175873,0.847217878937428
"COX17","turquoise",0.012850745371226,0.352888752272372,-0.269104629286862,0.195375306058622,0.179235934594889,0.90552853992478
"RPL27","turquoise",-0.170831882899243,0.425400845672917,-0.436008901562266,0.36661497106972,0.0619994461737951,0.820459668715099
"ENSSSCG00000012699","brown",-0.277160268823615,-0.0960292239259824,-0.121697889134573,-0.0264723002612816,-0.302276199140217,0.345415502296084
"PFKM","darkgreen",-0.227150394860106,-0.114804088561604,-0.0125294548224499,0.228174600794837,-0.317921080091529,0.678062876208999
"EEF1B2","turquoise",0.0772793945332988,0.370210898887707,-0.280771035627889,0.133319369873114,0.200770635491121,0.737230578294561
"CCNG1","turquoise",-0.0429786194432494,0.197727562369895,-0.187823091856297,0.167105079238535,-0.0167173827047381,0.808809859844354
"ENSSSCG00000031608","turquoise",0.22075583169564,-0.150575564646969,0.315641882913629,-0.0389927166173236,0.07507888972997,0.621594779116606
"ENSSSCG00000029160","blue",-0.231036073885224,0.299708284547923,-0.332949499935772,0.42231825871116,-0.0403270369466887,0.346354629319418
"RPS23","turquoise",-0.0216233428772099,0.558689502152829,-0.47030612877789,0.321540485152617,0.241783317556329,0.685759578349057
"ENSSSCG00000004489","green",0.340021485724098,-0.58926783476166,0.670348463996192,-0.458340968538719,0.0575011996532048,0.642026756673193
"HSPE1","turquoise",0.206762620842273,0.662958288927856,-0.421978275809384,0.100866908850983,0.578753267495803,0.598060255961702
"ENSSSCG00000014540","turquoise",0.396199728811634,0.340174558190138,-0.104972087471054,-0.235299721026851,0.556955564736184,0.244490161160107
"RPL36","darkgreen",-0.0935573053139743,0.332218782882887,-0.325386431929706,0.242877341657301,0.0872422774321634,0.384806768793048
"RPS21","turquoise",0.529699713380933,0.489764404575854,-0.115918016683572,-0.103969913988512,0.673385756222727,0.404769117775192
"MYBPH","darkgreen",-0.36105111784214,0.0918613119860842,-0.241703137311384,0.35928923917906,-0.190306286211615,0.635731856021425
"ENSSSCG00000028485","turquoise",0.221045293697338,0.0697585087870303,0.072415797528784,-0.0943246571555823,0.197981698964356,0.847798569355892
"MYL3","green",-0.0100943982925844,-0.372155255163445,0.234885730162645,-0.354699430673739,-0.230776987693794,0.471895505657951
"ND5","turquoise",0.0150285354267913,0.337754189341289,-0.286622504020929,0.1273352035881,0.141049152927774,0.811976940467366
"EIF1","tan",-0.378855992925599,0.695236403696961,-0.774120853735242,0.547366580201238,0.0451228986330674,0.77165499921735
"ENSSSCG00000036948","brown",-0.336796579113563,0.696604280081656,-0.731866874389779,0.513868022545583,0.0284925005866372,0.710361654202311
"ANKRD1","turquoise",-0.0426500603200119,0.224183822022012,-0.206124306693165,0.115492197816818,0.0085642369499084,0.59328972365243
"ENSSSCG00000035007","turquoise",0.0725968443558602,0.309943976314071,-0.238083394285702,0.100717016488871,0.159501813377691,0.85383858908736
"RPS18","turquoise",0.147160843781208,0.405082593152088,-0.25787135073199,0.081398876322108,0.270311364408449,0.814527925519758
"UBC","blue",-0.0897422425751521,0.123927372698505,-0.0905864583119458,0.207709641997173,0.0156239653174654,0.438902150068085
"MYOT","blue",-0.43769616340988,0.27512419776756,-0.484440550665679,0.399763786016836,-0.291627482713484,0.73526855718974
"RPL14","turquoise",0.236141240612869,0.311439701572651,-0.137660537801465,-0.0430447677232929,0.33466067774034,0.740835840922363
"RPL39","turquoise",-0.110584444014837,0.509045719606575,-0.477418589006241,0.364201739841762,0.167514446371841,0.605607204608446
"RPLP0","turquoise",-0.0830880853872045,-0.271948827117264,0.17917796012885,0.0181621023204965,-0.233466510549821,0.381417848599204
"LGALS1","royalblue",0.376834863392377,-0.117602488769469,0.314119619367935,-0.284745011024318,0.310936387406355,0.604877994036075
"RPS15","turquoise",0.000380770292480527,0.03257980768154,-0.0282871740499813,0.137227259778995,-0.003471566988934,0.483050804943097
"PGK1","green",0.150189081272792,-0.430841873095287,0.480107704169072,-0.146155839745183,-0.241784148072811,0.505110689328973
"RPS19","turquoise",0.180620738480747,0.513800874931744,-0.309256975324611,0.108179301444455,0.469442203971715,0.409922987533539
"ENSSSCG00000017509","turquoise",0.230103154040869,0.469385938296538,-0.259328601862932,0.0294237410762487,0.465350369617547,0.670685039015157
"ENSSSCG00000034846","black",-0.110053100416445,0.114735740344916,-0.163705653740106,0.123965717840011,0.0602702449513778,0.27947688421756
"NEB","blue",-0.48306208920432,0.163378661672201,-0.398697763486455,0.464743626482454,-0.433554841999419,0.741641092006194
"NDUFB1","turquoise",0.157562927241327,0.202535109875603,-0.0399424611099022,0.141531842437356,0.231368330901558,0.729568294496597
"ENSSSCG00000018061","turquoise",-0.0657072733271515,0.0999840859266225,-0.178450881791871,0.0486330916733904,0.0283199228022633,0.158306873808083
"ATP5MK","turquoise",0.00033006028242434,0.329408176382333,-0.27655984546833,0.156670330390233,0.101827832273519,0.914579987355464
"RPS20","turquoise",0.167593167452147,0.261773530074465,-0.132773054203447,0.0257064405545756,0.257632634674569,0.445606243546178
"ENSSSCG00000015337","turquoise",-0.0706492451750058,0.559488849883672,-0.459171094881729,0.390748200252783,0.166297684734329,0.896615781260468
"HSP90AA1","tan",-0.122531680979705,0.631326940977313,-0.546744993292656,0.382758209293711,0.258952184736865,0.790286342034354
"ENSSSCG00000000405","darkorange",-0.16282037079616,-0.258738943244742,0.0377163022691563,-0.13834451945795,-0.346152542840964,0.864057570191728
"ENSSSCG00000033019","turquoise",0.12120304906912,0.204165101981422,-0.0985454805753653,0.0820344084140194,0.194422172792666,0.772529145387571
"PPP1R27","magenta",-0.274905943179704,0.334504427909137,-0.431255407116296,0.325786659704154,-0.0719400353026668,0.437065074582569
"ENSSSCG00000006556","blue",-0.133738179099943,-0.207714459783475,0.0235492550594268,-0.216695679587265,-0.301487349972006,0.21610420183085
"RPL38","turquoise",0.160988909235502,0.628975292732808,-0.420788118155756,0.215514898785367,0.441221249925875,0.655436058671404
"HSPB6","darkgreen",-0.123282530256735,0.225819018286034,-0.31261252873011,-0.0654826881136318,-0.0317172941956537,0.514740985995092
"ENSSSCG00000039046","turquoise",-0.192170817115379,0.181728587691825,-0.264797105673784,0.257778315277621,-0.0599210683949219,0.725989237739868
"HSPB8","blue",-0.169432222368379,0.386657024404918,-0.387853484396684,0.30906564564991,0.00324494895378253,0.443126880274923
"RPL4","turquoise",0.213953245676962,0.39764823147271,-0.217788603623525,-0.0124388218089408,0.345324923936601,0.878618176420668
"MYBPC1","darkturquoise",-0.285118078911676,-0.0920622450600055,-0.153269774696816,-0.00838199202025694,-0.377305953433132,0.71441745745401
"RPS10","turquoise",0.0370637774170852,0.402639529978446,-0.327766050154724,0.146958835526195,0.19779859920814,0.782684883989514
"HSPA8","brown",-0.10540612642545,0.338789158099704,-0.273503281112545,0.253620247399288,0.0897123683450045,0.478080058591243
"XIRP1","darkgreen",-0.182471871799802,0.138834729376069,-0.248544604968137,0.0618764292895906,-0.0948189838398067,0.483074543583309
"GPD1","black",0.0825024177427044,0.521956360144259,-0.326259445938243,0.158132216523059,0.247749512894823,0.663708706007122
"FTL","black",0.202232732549848,0.481190878326416,-0.265057121965758,0.216421024466782,0.432094503841974,0.616141482401376
"ENSSSCG00000035904","turquoise",0.318420295334928,0.304392315487939,-0.0955367189578445,-0.139291780214457,0.402299998823213,0.683883948669979
"ENSSSCG00000052432","lightcyan",-0.0100986546018172,-0.584366685128648,0.392906648618978,-0.346839077124553,-0.298513189339179,0.814369475021335
"ANKRD23","blue",-0.35417629469557,0.358702402392172,-0.505070008318855,0.353750974922419,-0.194161890527951,0.771055703004429
"RPS14","black",0.0382980733278633,-0.0604223869409006,0.130385779335439,0.0111168071946623,0.111672293882256,0.18821555990343
"TMOD4","blue",-0.320567934606541,0.514609803242007,-0.511299722510222,0.57324927468337,-0.0621236130274303,0.444180396612996
"ENSSSCG00000035293","green",0.779474204041909,-0.383636290064988,0.740938136319197,-0.66879056023535,0.330349325057227,0.530590135465055
"ENSSSCG00000032599","black",-0.102038839275795,0.0503633013581702,-0.0870864508397379,0.143205495954831,0.0650753914360109,0.130739205240677
"ENSSSCG00000041387","darkgreen",-0.13170630957297,0.212944319405676,-0.282767158037026,0.0705580514438642,-0.0150505182505491,0.397390665821618
"RPL29","tan",0.256244063380304,0.483897721540432,-0.218366645887372,0.0349270372359373,0.524209681289469,0.669057932412281
"COL19A1","turquoise",0.412468325812034,0.431884379107254,-0.138923698575573,-0.108379123911715,0.579015068586817,0.613055815762255
"ENSSSCG00000018063","turquoise",-0.0792119681661067,0.064475477041497,-0.143232377308012,0.083334548530847,-0.0874211037061404,0.497414718055221
"RPS8","turquoise",0.173404940245149,0.293715156019173,-0.158085167966297,-0.00494159688011563,0.262972175416463,0.790651499397094
"MYLK2","magenta",-0.470668677780103,0.632863763407604,-0.799092915728215,0.546228762297498,-0.145381216832225,0.794800062853621
"ENSSSCG00000036296","turquoise",0.0910588138251047,0.439491405579763,-0.313317102286188,0.16754612086911,0.23449473455327,0.857615480165704
"PVALB","royalblue",0.0410571584337832,-0.147527684566116,0.178015972372689,0.00435215147561509,-0.0340103157516748,0.517109063673557
"CAPZA2","turquoise",-0.09784634259723,0.237311499931182,-0.261805413597369,0.204572461456388,-0.058395469062455,0.852936848644631
"ENSSSCG00000031292","greenyellow",0.223992741327346,-0.35357456174873,0.356195272029636,-0.313240786290857,-0.0558565511908952,0.843264805925127
"ATP5F1A","darkturquoise",-0.204108082639017,-0.467494219547678,0.166143461668256,-0.279585336085109,-0.483447852874992,0.904794683229073
"XIRP2","turquoise",0.0899148827784641,0.205075342790614,-0.110451617396671,-0.000761583265920431,0.108560219931009,0.820568970205924
"ENSSSCG00000016737","green",0.013307942879845,-0.711812436643401,0.601082857075926,-0.258885394294791,-0.270458899852216,0.680131522211112
"RTN4","turquoise",-0.158523126751549,0.193805101834807,-0.269783169298391,0.191057089727824,-0.127714763780903,0.91251219556731
"FBP2","darkgreen",-0.281902369570197,-0.181541251940055,0.0144374895264368,0.184704089812094,-0.340656578594069,0.428317038776681
"CKMT2","black",0.136678680061417,0.192689515998193,-0.0929123332753184,-0.112083620124514,0.2691453905708,0.407179859403576
"NREP","green",0.362310209405255,-0.774239126439123,0.823197413217882,-0.624956777195621,-0.159312765106877,0.715129090036962
"BIN1","turquoise",-0.0759004071784223,0.477812115332916,-0.381509837966603,0.313690495708628,0.11092019860403,0.749069428295351
"CDC34","tan",0.226481605382257,0.806271069452714,-0.466507171127042,0.238592417135145,0.568480358107343,0.779758655156989
"MYOZ3","darkgreen",-0.141710138074883,0.158450132131413,-0.111023688240065,0.371956735892482,0.00747142505403835,0.470451728112768
"ENSSSCG00000007978","darkgreen",-0.340104929858726,-0.238715999437289,-0.0125078660503674,0.141170903589932,-0.414793474454812,0.267106985963319
"RPS27","turquoise",-0.041429557567759,0.488981350736442,-0.42019157572203,0.26273656009025,0.207100213616875,0.723100259642477
"ENSSSCG00000002907","darkturquoise",-0.18413919703528,-0.382026303139146,0.145292383229461,-0.181801917024605,-0.293267796478404,0.807038096737965
"RPS11","turquoise",-0.0664399758913963,0.598116317190837,-0.536590997059488,0.270898001626285,0.295762048932327,0.291217845736327
"RPL11","turquoise",0.102917618994124,0.415640103087767,-0.29461068247606,0.10499325941741,0.255997069513306,0.836788899762036
"PDLIM7","green",0.669436286335147,-0.0257159055758974,0.43348560318118,-0.383398416739515,0.479092551196103,0.102951640081967
"EIF4A2","turquoise",0.0226909068102022,0.459482229752359,-0.349279202061412,0.232783590708563,0.236826656259163,0.914851532021049
"ENSSSCG00000003903","turquoise",-0.0866100279331716,0.128692639982177,-0.179791466860348,0.110461430077153,-0.0712123908669703,0.792662888953488
"RPL35","turquoise",0.157011182650684,0.379765928103213,-0.221342692877311,0.0946566971858633,0.307682312345227,0.70415643109613
"RPL35A","turquoise",0.28757603026858,0.317198691580696,-0.092749214603233,-0.014217741182761,0.386334012288872,0.741871595954623
"EEF2","brown",-0.508452718502097,-0.0731281042094989,-0.226821167501644,0.259640340390573,-0.42044115982318,0.599818151633299
"RYR1","darkgreen",-0.239946602723008,-0.0470781201484958,-0.102145695275461,0.134914226184346,-0.300103576378265,0.773760489531373
"RPL5","turquoise",0.0729845755215315,0.323835713478241,-0.233390737455312,0.112670959771515,0.171339273935136,0.881553693038333
"FLNC","brown",-0.269771875678596,0.020639254555473,-0.19607508175481,0.156629943765621,-0.241732075069456,0.353733171470877
"UQCRB","turquoise",-0.0220773259453933,0.258695288837969,-0.23216814908555,0.165612857525378,0.029145776603088,0.900043869129586
"CSDE1","turquoise",-0.282640441764847,0.40691425968562,-0.486328315816715,0.388554389619835,-0.146975090362941,0.899939649329775
"FOS","brown",-0.13756096434493,0.202996119656362,-0.165477910905466,0.387526975123845,-0.0795601378889602,0.538345585250685
"ZNF106","blue",-0.208059469270241,0.376513881665792,-0.429546943627287,0.307093772876047,-0.0673787300728542,0.854502573162698
"RPS3","turquoise",0.31235582135321,0.596517414827122,-0.316731538993113,-0.00301252546910495,0.568750539070733,0.544572631309019
"ACTC1","greenyellow",0.346812748633693,-0.614009115424087,0.611223115089947,-0.579580901519036,-0.121199639395306,0.788099601917615
"RPS12","turquoise",0.182169768008046,0.414590950137283,-0.250777410203447,0.110280629473733,0.293690534771627,0.832813198697488
"COX6A2","darkgreen",-0.519737007274922,-0.0813662377980659,-0.260400777512373,0.230749804501378,-0.402509350947909,0.3004159647116
"RPS4X","turquoise",0.139249530745309,0.324342195383065,-0.176011269845563,0.120150581983841,0.230877442781487,0.805024066566925
"TMSB10","lightgreen",0.27062033543701,-0.450865227475604,0.496244640068427,-0.404319134518236,-0.0224954650216682,0.797553773504642
"NDUFA4","darkturquoise",-0.183649514560463,-0.0968895156190298,-0.0957492291431167,-0.0524265649426871,-0.318241838665803,0.830120591151452
"ATF3","blue",0.00790795655732925,0.173972233502905,-0.177776466825064,0.0194336247196047,0.127994808284239,0.197443038365562
"TXNIP","blue",-0.288536514774941,0.453753773202176,-0.518354787428501,0.377972806931902,-0.127313567254638,0.643839053009043
"SLPI","magenta",-0.554630959856862,0.168899477575956,-0.440007740264184,0.557416567805286,-0.447177296340481,0.537175487484113
"HINT1","turquoise",-0.0816244554005273,0.0133719261903007,-0.0637102641887095,0.150490151511152,-0.139328751483457,0.77845784207117
"EIF4G2","blue",-0.434386750513059,0.3182701597239,-0.477314699388448,0.506314655178282,-0.355457380819389,0.893965027412512
"SRL","darkgreen",-0.23683419339526,-0.24404574667134,0.0494105469737035,0.0542027668611626,-0.31287982329704,0.725536586535224
"SLC25A4","turquoise",-0.257884031814774,-0.177869821464346,-0.0802513262737189,-0.0215021222089086,-0.403503343612257,0.376389883395103
"RPS13","turquoise",0.229921303705768,0.540741345268464,-0.268025130396959,0.15495179463341,0.463816925680201,0.626543998642606
"TRDN","blue",-0.111966487626904,0.255494755234415,-0.280160211382637,0.197524085033324,-0.03769320328788,0.808087602188359
"OTUD1","blue",-0.0336936129345983,0.338533710222295,-0.272225414020476,0.28082806295712,0.086983676748381,0.469509977241064
