"Module","Module_Size","Gene","kME","GS_Breed","GS_Weight","GS_PD","GS_Urea","GS_Breed_x_Weight"
"turquoise",2426,"SREK1IP1",0.972356600283616,-0.028388941383235,0.372485397785413,-0.324484425175644,0.189493473763989,0.044540235717956
"turquoise",2426,"ZC3H15",0.972146950114943,-0.049728816118447,0.428211081404079,-0.371925213769626,0.252925662294009,0.0771212972880501
"turquoise",2426,"GPN3",0.971956712865943,-0.0374968647142496,0.431967329858268,-0.370101523123329,0.221641735064937,0.0893336641716691
"turquoise",2426,"BCAP29",0.971595576770564,-0.00980224892270983,0.37722101263349,-0.321365464829229,0.176408111199956,0.097932728900695
"turquoise",2426,"MEMO1",0.971463190585993,0.0966910834315288,0.397520797904543,-0.263027774397117,0.124100664211989,0.192438566836518
"turquoise",2426,"MAPKAPK5",0.971437614836706,-0.118982900730773,0.382714203088565,-0.385059488105247,0.231794273276416,0.00167808603622435
"turquoise",2426,"METAP2",0.971409716359538,-0.0218104496150451,0.372654573973582,-0.323941710162397,0.170158577767484,0.0589171247298647
"magenta",288,"UBE2G1",0.93186170506786,-0.438237448444994,0.646236591423305,-0.760559164437288,0.693346500750944,-0.20137118777716
"magenta",288,"PSMD4",0.923902997128285,-0.393832155945546,0.692483484959258,-0.767595763782723,0.654491759263936,-0.103680406094849
"magenta",288,"METAP1",0.919609442245169,-0.401786597149577,0.657214121911907,-0.758464241663775,0.597883508351635,-0.127879088396665
"magenta",288,"EXOC8",0.918211305076396,-0.280375688598395,0.705370385172186,-0.706444959768828,0.626294371667823,0.0014731304810674
"magenta",288,"BRD8",0.915473092142447,-0.28227177410552,0.693653760720785,-0.720437145382616,0.630374785704219,-0.0148446165978565
"magenta",288,"KIFBP",0.9101048992174,-0.289015761237521,0.701512092976631,-0.706020788239868,0.590254400831733,0.00588050240673181
"magenta",288,"ENSSSCG00000016498",0.907252827383303,-0.401714655158238,0.57201382438473,-0.675127934099522,0.576925756074098,-0.197998697359153
"magenta",288,"YWHAE",0.90674825371098,-0.432661923171785,0.551525787877595,-0.662774363796279,0.63165307997215,-0.174021517958769
"magenta",288,"BCKDHB",0.901696499700158,-0.451932085007989,0.670356460477238,-0.784661696353885,0.657504127526424,-0.147255439537542
"magenta",288,"DCAF8",0.901545783768655,-0.511392297436615,0.565258092799573,-0.730524366677746,0.711012521179422,-0.290215364173849
"magenta",288,"CHMP7",0.901490047770707,-0.221936392244266,0.695031358971002,-0.663883851459491,0.505402525917273,0.0544535630220043
"magenta",288,"PSMD11",0.900626226470289,-0.422919018340064,0.760765052435171,-0.84323073626551,0.690351994459793,-0.0701706742247428
"magenta",288,"ENSA",0.898718030050661,-0.373915002190946,0.695232192141156,-0.78415402482771,0.561092009569317,-0.126243513010435
"magenta",288,"COPS4",0.898697421950156,-0.551413656180349,0.56895312508187,-0.746766868056198,0.708530675100257,-0.306354397066768
"magenta",288,"HEXIM1",0.897620798916327,-0.370850623586953,0.647038025807867,-0.710443365793442,0.556163196620628,-0.0557840150953474
"magenta",288,"ME1",0.894368633530211,-0.399635577672356,0.723476480525622,-0.815566585121549,0.574848339403217,-0.0927756298997474
"magenta",288,"OSBPL2",0.894355925140186,-0.214526638075015,0.75435681288261,-0.737961429311905,0.47827678173461,0.115311882214063
"magenta",288,"PSMC1",0.893956098470275,-0.307201274092265,0.703429175117607,-0.734153171375818,0.621905715083646,-0.00970347761446201
"magenta",288,"COPS8",0.890313284374708,-0.499276944443516,0.606966254658483,-0.762644772144659,0.650654421023073,-0.233940305831134
"magenta",288,"DAZAP2",0.887327861146937,-0.271431814041866,0.579443909605928,-0.616186037627959,0.49952988264346,-0.0457618845525044
"darkgrey",141,"CD81",0.943631198790195,-0.00714324837978773,-0.516263878337226,0.407340930404533,-0.23492697778671,-0.252917953830177
"darkgrey",141,"SELENON",0.927830189145862,0.028251927477896,-0.46346955066754,0.395295082474799,-0.193409442402742,-0.163561746053395
"darkgrey",141,"COL6A2",0.920487638129672,0.134974251029064,-0.386652578958132,0.405230753921895,-0.160741545921721,-0.0860110808433542
"darkgrey",141,"NOTCH3",0.915846602235568,0.13443193406592,-0.339605234320642,0.394552529589615,-0.190935391648362,-0.0493545436845006
"darkgrey",141,"LTBP4",0.907040990865314,-0.116951459107507,-0.260150586383624,0.199202853101682,0.0934561309869759,-0.239552744742488
"darkgrey",141,"COL6A1",0.906768303377966,0.147742364926241,-0.485043260088985,0.4878384712462,-0.241099023251259,-0.136727493688074
"darkgrey",141,"EHD2",0.906164727410377,-0.0638348528723228,-0.456068736991797,0.34582534674042,-0.182523566385266,-0.186761873870953
"darkgrey",141,"MMP2",0.896722867781096,0.122204094693008,-0.405964672037047,0.437309682862232,-0.119109150018428,-0.0738606167245654
"darkgrey",141,"FLNA",0.895596186551166,-0.0748691998085851,-0.484625306112629,0.349898388927571,-0.233878168010961,-0.234737886210598
"darkgrey",141,"TLN1",0.89017111959735,-0.0242659774185782,-0.274497578312415,0.192212440386015,-0.068866256536638,-0.212605348245757
"darkgrey",141,"ITIH5",0.888861569145565,-0.0886359229744649,-0.389239872967032,0.317918294196703,-0.025751868189729,-0.214867956721266
"darkgrey",141,"LTBP3",0.886921699535629,0.0797163655049982,-0.345180029782849,0.378666899926279,-0.107939506206122,-0.0832006233155701
"darkgrey",141,"HSPG2",0.884789370257524,-0.0939246621784372,-0.365979317946427,0.288725059198831,0.0514611130261884,-0.232794429359663
"darkgrey",141,"SEPTIN9",0.882633842293504,0.216277426815894,-0.357622325030105,0.446482442130388,-0.253703981014079,0.0270457461313333
"darkgrey",141,"JUP",0.876144584885581,0.141217270650465,-0.200894751243984,0.263527001794024,-0.12958375740368,0.0444464775681021
"darkgrey",141,"ENSSSCG00000046588",0.875111121952475,-0.0999076244746908,-0.546982732455365,0.390585542019758,-0.250412993729024,-0.296614360466466
"darkgrey",141,"CD248",0.874550949382573,0.120534226034612,-0.363871400868407,0.39074898932709,-0.167868720289561,-0.0503667189986124
"darkgrey",141,"MAP3K11",0.873325299505388,-0.125164107194382,-0.262319110028659,0.151576834739676,-0.0250210108039296,-0.257265423921021
"darkgrey",141,"ARHGAP1",0.87221586987711,-0.0128097516325723,-0.165359749140782,0.158211829109176,0.0233140512118085,-0.0464051137846698
"darkgrey",141,"CLSTN1",0.871180303450255,-0.104244141895594,-0.519499240963887,0.392179670681352,-0.103461354184569,-0.289211100297263
"black",446,"NCLN",0.947231154730652,-0.0322919707923706,0.709775101473347,-0.588861928405506,0.296272201350878,0.316531184959256
"black",446,"ADRM1",0.944797251227232,-0.165329224616663,0.748279648435004,-0.686160123700564,0.505262074694235,0.177464127456454
"black",446,"SCAMP3",0.933535624083278,-0.138395524070374,0.712958512023656,-0.643961886541218,0.443174320925806,0.214754375191734
"black",446,"HSF1",0.926892999582011,-0.288794357793468,0.730983763099695,-0.723635488036107,0.510246118749707,0.107582191252253
"black",446,"PUF60",0.920143361289238,-0.283629405906401,0.552089333048884,-0.583544781805093,0.43976062013259,0.0142411382789192
"black",446,"CUTA",0.915768106414726,-0.220720012123653,0.5922984477927,-0.583363576537117,0.418514704264199,0.11983669958617
"black",446,"TFEB",0.903680115139677,-0.278310626033851,0.800976467138904,-0.802707760612211,0.530297903156722,0.0925726409796165
"black",446,"TBCB",0.902934804176313,-0.0365274262344508,0.764386065967123,-0.626240136394615,0.382608239222559,0.32753913683066
"black",446,"EIF2B2",0.900397935781693,-0.100660050167904,0.72374230119371,-0.628627053249092,0.395693650720536,0.266380740029653
"black",446,"DDA1",0.899404774281341,-0.216852914609463,0.691099949370457,-0.67223341825251,0.41095534434071,0.0975700243631887
"black",446,"ERGIC3",0.896290114610662,-0.0811502161917525,0.569552964142721,-0.488378011985514,0.315246336022996,0.23788293752357
"black",446,"ZNF598",0.895939694960096,-0.255525875090565,0.75747325479399,-0.74424534212755,0.479312469168751,0.144942521415427
"black",446,"ENSSSCG00000038359",0.895302816002471,-0.186691492037562,0.600139597695007,-0.594020564739142,0.416739131429298,0.0782518838476624
"black",446,"AAR2",0.890942538899325,-0.149109096132625,0.567636019792261,-0.515566934041453,0.36842181602403,0.108936294478849
"black",446,"LMAN2L",0.890154037164724,0.0375689228958904,0.625501013239441,-0.46389947917289,0.262567734802491,0.36350109802493
"black",446,"RNPEPL1",0.88958696556327,-0.20390213686286,0.620968722314426,-0.614144396626718,0.399412133352327,0.107461707384966
"black",446,"NUP62",0.886272668940131,-0.181248632203508,0.501132995532443,-0.487447874848624,0.369924101357013,0.0413052449840462
"black",446,"MAZ",0.88456124567306,-0.29302792514933,0.695951920414269,-0.704119624441235,0.550825314896772,0.106577196523659
"black",446,"GPANK1",0.884397648049793,-0.179271377764781,0.66054931856478,-0.623962590035913,0.457473330240082,0.100743678841904
"black",446,"ERAL1",0.884267070668202,-0.195018055373187,0.582132024757742,-0.58367021924944,0.379515828153909,0.0412413706448779
"blue",1840,"HNRNPR",0.971594761726671,-0.308139815911274,0.307588672629286,-0.40523040267719,0.438488802477536,-0.219800751879792
"blue",1840,"TRAPPC8",0.970770425420497,-0.386641255810721,0.436038873873571,-0.562428938143049,0.510801365479361,-0.250418110479485
"blue",1840,"TRMT1L",0.966886399973458,-0.360063346932193,0.442095671240267,-0.548769302000152,0.482625413844836,-0.244726828756704
"blue",1840,"ATP2B1",0.965092357071935,-0.320598210730582,0.419688703551637,-0.520940702189151,0.441235859893023,-0.180402587298533
"blue",1840,"PDS5A",0.957876682593585,-0.196601153182387,0.35813387390147,-0.388635222400817,0.359448843961479,-0.123146576141042
"blue",1840,"IPP",0.956207289102277,-0.305688227573626,0.446624890744177,-0.533433512779651,0.440186890556679,-0.164110016407826
"blue",1840,"USP7",0.955259926638509,-0.409375602770543,0.356353090623661,-0.501926943290658,0.54524780188932,-0.296264517722259
"blue",1840,"NAA25",0.950553941619376,-0.383550411618904,0.441187307351377,-0.574596933934231,0.513688792385289,-0.25574411370242
"blue",1840,"ENSSSCG00000001934",0.950535573443588,-0.32542730619268,0.485827218581556,-0.563292709954625,0.469428801491427,-0.156619801396597
"blue",1840,"RC3H1",0.949581972229986,-0.304671707703219,0.381418789803406,-0.451387894323568,0.4571625252426,-0.185168664652818
"blue",1840,"MAP3K20",0.949084488648508,-0.338482127027738,0.451098084898567,-0.562744024193935,0.433740342644209,-0.198091525485795
"blue",1840,"LMAN1",0.948926177924676,-0.28406935142011,0.334806079708952,-0.427278057630337,0.352408798193276,-0.230680355461753
"blue",1840,"RB1",0.948553860348872,-0.35429990577697,0.356804266810736,-0.470473463960065,0.470919329371714,-0.266389018967298
"blue",1840,"AP4E1",0.948283521345158,-0.29011769788847,0.458618520690905,-0.533734936191108,0.419043496100061,-0.163573651060025
"blue",1840,"HERPUD2",0.948282656575975,-0.320085150591616,0.393756273422475,-0.488625625604885,0.467946128668131,-0.218623631300143
"blue",1840,"SOS1",0.947565985205849,-0.420648429428998,0.438318186756216,-0.563074920423363,0.591758567712201,-0.273534293374981
"blue",1840,"SAR1A",0.947416386127487,-0.167470054703042,0.338246430937455,-0.354260718165244,0.300038433372423,-0.0890339951379133
"blue",1840,"DHX36",0.947078239813394,-0.270760622399989,0.355991298601367,-0.445151661593313,0.386054778022816,-0.217059160126632
"blue",1840,"TLK2",0.944423041319532,-0.265811153065077,0.466407983464229,-0.499699931088654,0.493966421925234,-0.0962184044545972
"blue",1840,"APPBP2",0.944204362461331,-0.253714485163452,0.301398468063924,-0.351332772473771,0.372457982018981,-0.176398303657753
"greenyellow",159,"PARP14",0.988403753776152,0.245055298148063,-0.511491014024438,0.475389907006536,-0.452468326766713,-0.180659881997106
"greenyellow",159,"PARP12",0.986281407162017,0.285808769687709,-0.523273901941465,0.503656767810249,-0.486271146199391,-0.131148836538072
"greenyellow",159,"TAP1",0.982337669578686,0.295962490941553,-0.470184780458177,0.464912732044492,-0.468693905523738,-0.124692796327809
"greenyellow",159,"IFIT3",0.97392768348404,0.263710920468124,-0.475148964820011,0.448483551835364,-0.456815869153019,-0.145764498761222
"greenyellow",159,"BST2",0.972454942757719,0.297997304808038,-0.558683337704215,0.55149057826027,-0.521026811020131,-0.131713824234232
"greenyellow",159,"TRIM21",0.970329729845836,0.338682709643295,-0.476219891342828,0.50199865543031,-0.492704073486811,-0.0836443467937309
"greenyellow",159,"TAP2",0.968858384306766,0.22483687963133,-0.534732914477322,0.469956982029843,-0.48717042447142,-0.181639746062611
"greenyellow",159,"DDX60",0.96767691506763,0.249394652664431,-0.457025940438401,0.433636569587604,-0.427761748400147,-0.156475289257382
"greenyellow",159,"ENSSSCG00000033089",0.967525528968509,0.24045477906205,-0.47351347130724,0.431764339523528,-0.459311323695199,-0.165106260047786
"greenyellow",159,"IRF9",0.966540694021723,0.341163322810694,-0.535601989333753,0.53999226339589,-0.542512169920309,-0.0989073776101673
"greenyellow",159,"IRF1",0.966055163114306,0.2938557807266,-0.504105819952704,0.495724892699997,-0.489844367732286,-0.138099267254086
"greenyellow",159,"MX1",0.961537694707084,0.27548670422837,-0.564900777005877,0.538936914535915,-0.472163466882715,-0.163962508311606
"greenyellow",159,"USP18",0.959278836068732,0.334613469737952,-0.429532822225092,0.447261659073995,-0.480440485711563,-0.0684275064523294
"greenyellow",159,"CMPK2",0.958477500051325,0.190638893951249,-0.581008347720349,0.511483254387978,-0.42282793508382,-0.211852189009325
"greenyellow",159,"STAT2",0.957539102693515,0.238762268243163,-0.465696838375875,0.438834387234533,-0.406230956114333,-0.163467504213519
"greenyellow",159,"GBP2",0.957030555059238,0.286627670544217,-0.426083676795249,0.415206885792674,-0.478650274818619,-0.109822747669846
"greenyellow",159,"LGALS3BP",0.95657303824416,0.248173791745784,-0.56379252521589,0.517430322188723,-0.461859247858612,-0.181645257109943
"greenyellow",159,"GM2A",0.956231639079241,0.313059263997706,-0.584111730281119,0.58478337853289,-0.512299472170258,-0.115600652598076
"greenyellow",159,"RSAD2",0.955354613487615,0.28667680398639,-0.458335607219455,0.462318928300452,-0.435841538128052,-0.115631477255838
"greenyellow",159,"EPSTI1",0.9546963951074,0.263346350125919,-0.50329314151208,0.465524008510668,-0.472826911805324,-0.155144934036278
"darkgreen",550,"UBA1",0.972057715979432,-0.360939699968668,0.241901377194886,-0.388931657665379,0.393130217611296,-0.252579391224607
"darkgreen",550,"UBAP2L",0.947715156990904,-0.319114588685248,0.332183825031457,-0.435781161119923,0.439966147959,-0.194470053102238
"darkgreen",550,"POLR1A",0.945452909451716,-0.261584244727342,0.414433444196006,-0.472282664502703,0.414748948950877,-0.0955568322219781
"darkgreen",550,"CLPTM1",0.933782388103284,-0.366632130404304,0.26599065411825,-0.411471548357833,0.421619971880184,-0.225006477485892
"darkgreen",550,"INTS3",0.929073270971819,-0.249632687975911,0.345694351231924,-0.415779488237023,0.309954912554127,-0.109015356023882
"darkgreen",550,"DNM2",0.928062399275939,-0.231368877199206,0.0188595317375847,-0.118218747531342,0.221774631621728,-0.21399028186307
"darkgreen",550,"TM9SF4",0.924079082470935,-0.179383132351176,0.363361077676041,-0.40341410930095,0.307835723262497,-0.0543483795617205
"darkgreen",550,"TMEM104",0.921877733321469,-0.0724814458848913,0.368237000885589,-0.335232098401421,0.229252324765079,0.04736014724374
"darkgreen",550,"BAG6",0.91992918185744,-0.45793314708921,0.308165990434005,-0.510265481177473,0.414582165708492,-0.331025726945392
"darkgreen",550,"ENSSSCG00000025565",0.919172333135754,-0.249568251091072,0.336799057675082,-0.41594801441515,0.379874674444482,-0.127935762191366
"darkgreen",550,"USP5",0.918494763807031,-0.453695665058982,0.383259845590376,-0.565471529907942,0.46379335558793,-0.25599521836477
"darkgreen",550,"GDI2",0.916046395531495,-0.196750763390849,0.240162533934193,-0.294896068319835,0.239470578172025,-0.0764634769953676
"darkgreen",550,"KPTN",0.914412214041181,-0.231375289217724,0.328111987632256,-0.377208071812926,0.33016570883141,-0.102509657838589
"darkgreen",550,"DCTN1",0.913235960265546,-0.290516535513346,0.116346962846738,-0.251570740700279,0.333759872530786,-0.275632985520697
"darkgreen",550,"MEPCE",0.913053833127582,-0.365477520883664,0.255922426240552,-0.403506191975832,0.363125824491169,-0.252111315019777
"darkgreen",550,"INTS1",0.91254059634601,-0.351686708248167,0.168337292883403,-0.322985771519591,0.323243178384755,-0.261759389463864
"darkgreen",550,"ENSSSCG00000029430",0.911555651097353,-0.334846311475189,0.259900564626241,-0.411562976124851,0.314124257204853,-0.22732800969974
"darkgreen",550,"TMEM214",0.910305681234876,-0.174003167128264,0.133176940249023,-0.189740346016986,0.23727912474642,-0.199959000246478
"darkgreen",550,"PLEC",0.909405269984514,-0.339069122015083,0.230111733180049,-0.379596304492342,0.337324148242443,-0.19312587608446
"darkgreen",550,"ATG9A",0.905391223486398,-0.482721030546376,0.380106487616865,-0.588079201051948,0.516743935190675,-0.301823736828675
"tan",157,"AHSA1",0.94534795463289,0.0385703270494181,0.79338916423676,-0.59082807303541,0.336784678996079,0.460242292684543
"tan",157,"TRMT112",0.937855520477447,-0.011371616882496,0.874331206414651,-0.72357793569949,0.348796870525029,0.422925929822602
"tan",157,"UQCC4",0.918706702726631,0.0471845982257245,0.792899220450947,-0.614324578044912,0.267004941818704,0.47450402060614
"tan",157,"PSMD8",0.914123585923786,-0.0839624619425718,0.81681067197933,-0.694777715408161,0.438882177396444,0.27557791036404
"tan",157,"RER1",0.912407255213975,0.154688320595454,0.762767226180146,-0.535804794023521,0.175407987898572,0.518660891531648
"tan",157,"ENSSSCG00000037510",0.907547773628568,0.155881686645497,0.764613014678978,-0.512032831642376,0.256913125424118,0.494728126343873
"tan",157,"CDC26",0.904247977110626,0.124773135552271,0.688806890452129,-0.44802549036586,0.261353148460472,0.438490138334069
"tan",157,"ALKBH5",0.889438677793907,-0.134248372378205,0.81886510441799,-0.709518295065299,0.486508881493689,0.293309627838372
"tan",157,"TSR3",0.888403251008003,0.0259284640954321,0.750691268189627,-0.583122993736439,0.235923938685547,0.379340266567512
"tan",157,"ENSSSCG00000009770",0.88201069682028,0.133973413927248,0.727225338933641,-0.476253053909333,0.298229815025574,0.433462774183066
"tan",157,"DNAJB2",0.878031373439497,0.0160400542310895,0.79232133076755,-0.619452569891931,0.330966517408284,0.461939562916185
"tan",157,"KTI12",0.87477689795438,-0.0480128666997746,0.713413470731379,-0.589018299439385,0.352156066311688,0.226316324392311
"tan",157,"LSM4",0.872301495220031,0.0160370747854848,0.703088511554696,-0.561685011931351,0.301562593926862,0.309502972384659
"tan",157,"ENSSSCG00000057727",0.870984613356567,0.109371067863915,0.820519312222355,-0.59710215440605,0.266614017885285,0.469133880335258
"tan",157,"ENSSSCG00000012961",0.870743857185277,-0.148875062571604,0.812427681518678,-0.758902217132194,0.394018532524617,0.262019113586514
"tan",157,"ENSSSCG00000023331",0.864785234795948,-0.0300361622405289,0.730275625285495,-0.574350883326722,0.414332761700011,0.31808711899613
"tan",157,"AP3S2",0.86338622391548,0.129580866846355,0.683766339103546,-0.471594283191135,0.149494193411066,0.428165684185076
"tan",157,"TSSC4",0.856739515780798,-0.0967606471297128,0.753926020317225,-0.662272192802482,0.30484748729607,0.319222854942213
"tan",157,"PSMB7",0.855707689533657,-0.157670613133007,0.789326225137976,-0.717661510673328,0.465614493903292,0.176141980335444
"tan",157,"MRPL18",0.85422376610743,0.26815634022127,0.729368575173858,-0.424877239572497,0.148275175452365,0.593459069416712
"brown",1048,"SEC23IP",0.956112373368454,-0.41316323949557,0.50826813840712,-0.629356875852736,0.585211297003198,-0.208199994265813
"brown",1048,"USP19",0.949686600134167,-0.480091982625261,0.391725819419075,-0.566154679065232,0.580051666932786,-0.324051220472722
"brown",1048,"TRIP12",0.945490827660002,-0.536243969370304,0.481382330003313,-0.681010180306888,0.6368171524994,-0.318380503484869
"brown",1048,"HIF1AN",0.942669878494285,-0.474070645521249,0.460407571837995,-0.632962697073489,0.574982524828607,-0.264831353713636
"brown",1048,"MARF1",0.941569044138424,-0.448534302471564,0.46612276560517,-0.616714947810942,0.5993537944272,-0.268224725319986
"brown",1048,"XPO7",0.940413542182051,-0.334431187162981,0.526853148690808,-0.585110945812618,0.532468652127175,-0.133191076370979
"brown",1048,"SMG7",0.939245548622096,-0.464832179168418,0.4446333039112,-0.601996690657237,0.551541264212431,-0.266494949818736
"brown",1048,"PLEKHB2",0.938247949129982,-0.562183281345134,0.486112364492791,-0.702187109841832,0.594995331534339,-0.311728357284597
"brown",1048,"KDM2A",0.936440053260043,-0.428709352699022,0.443193168124958,-0.581713078189409,0.57069433060287,-0.215296518770822
"brown",1048,"UBE3C",0.935629375429262,-0.486911176724172,0.406387575536142,-0.600476131412731,0.522669714937032,-0.269132683677724
"brown",1048,"SUPT6H",0.933975255045281,-0.469563561443947,0.365827548330564,-0.534244875066603,0.598498026003212,-0.291935670840615
"brown",1048,"ARMH3",0.933736917236744,-0.335523072792154,0.395241209583613,-0.494108511097942,0.479270713085824,-0.160476735377827
"brown",1048,"RALGAPB",0.932554365398182,-0.34473557418233,0.437024171279732,-0.529566802230119,0.47628303271611,-0.193562691600637
"brown",1048,"DIP2C",0.929616596543112,-0.515379162717612,0.361902190214861,-0.575571329331174,0.551143956821837,-0.353440515087472
"brown",1048,"MAP4",0.927234708917105,-0.488127013758744,0.369176775063293,-0.561023493315646,0.574807713410978,-0.319310325043363
"brown",1048,"KPNA6",0.925283138726312,-0.3319262232315,0.575262453085712,-0.615040687659961,0.556297634820376,-0.071690503080619
"brown",1048,"ANKHD1",0.92269682222741,-0.519611751477926,0.263463785891723,-0.495896987593204,0.586964200876616,-0.408476686253267
"brown",1048,"ZNF384",0.922084713559389,-0.46634161823203,0.572482149303923,-0.708741988169851,0.598655732955679,-0.174580484010548
"brown",1048,"JAK1",0.91985534183442,-0.43461535214611,0.27515082345126,-0.452474740668663,0.543524936555268,-0.36312579940262
"brown",1048,"RPRD1B",0.919846800510483,-0.444839538335027,0.497236296396524,-0.619925897809309,0.633846407816448,-0.241854050338391
"lightcyan",84,"PTPN6",0.94283314627915,0.206472091889632,-0.62118388586262,0.574755434109893,-0.453474825085392,-0.155557343531361
"lightcyan",84,"ARHGDIB",0.937991408597643,0.251657210834226,-0.660366212831232,0.629945967816386,-0.533907317249251,-0.126196981384655
"lightcyan",84,"C1QA",0.935580425599535,0.0773628420309061,-0.687630613896444,0.563071550727607,-0.347940570889336,-0.254572275535635
"lightcyan",84,"RAC2",0.930569244478785,0.1558378584366,-0.638249948964947,0.553428377748822,-0.425731648443372,-0.180914873907709
"lightcyan",84,"ENSSSCG00000036618",0.929937000017157,0.23402911189603,-0.602215211999855,0.558435972492747,-0.455849244002185,-0.134264180013968
"lightcyan",84,"ITGB2",0.923297393359065,0.245781765009638,-0.58756650639733,0.57115595601195,-0.443335819834871,-0.115583301503865
"lightcyan",84,"C1QB",0.922434038647477,0.0836055908412807,-0.655677738764634,0.536049066847492,-0.337165957780198,-0.237270584978636
"lightcyan",84,"CD3E",0.907267048118612,0.142236582848631,-0.662283644986656,0.585728579774502,-0.398765372600474,-0.185363607234831
"lightcyan",84,"SLA-DQB1",0.907155195385972,0.119452407420332,-0.679723897375565,0.580059784624943,-0.409162694734557,-0.211696525731097
"lightcyan",84,"SPI1",0.907038466895599,0.16274469332764,-0.63094343243038,0.571477430383601,-0.438331462922424,-0.187048587579106
"lightcyan",84,"ARRB2",0.902321968720021,0.240638681722786,-0.701633803019676,0.649695943966146,-0.508492481685991,-0.162847340484234
