seq_id,L_2_2_1,L_2_2_2,L_2_2_3,L_2_2_4,L_2_2_5,L_2_2_6,L_2_1_1,L_2_1_2,L_2_1_3,L_2_1_4,L_2_1_5,L_2_1_6,L_1_2_1,L_1_2_2,L_1_2_3,L_1_2_4,L_1_2_5,L_1_2_6,L_45_2_1,L_45_2_2,L_45_2_3,L_45_2_4,L_45_2_5,L_45_2_6,L_3_1_1,L_3_1_2,L_3_1_3,L_3_1_4,L_3_1_5,L_3_1_6,L_45_1_1,L_45_1_2,L_45_1_3,L_45_1_4,L_45_1_5,L_45_1_6,L_1_1_1,L_1_1_2,L_1_1_3,L_1_1_4,L_1_1_5,L_1_1_6,L_15_2_1,L_15_2_2,L_15_2_3,L_15_2_4,L_15_2_5,L_15_2_6,L_15_1_1,L_15_1_2,L_15_1_3,L_15_1_4,L_15_1_5,L_15_1_6
ENSSSCG00000000031,2.8953026213333066,2.8797057662822882,2.2660368939953175,2.587364990936461,2.5310694927259543,2.0214797274104517,2.378716882473822,2.4325604494030966,2.3928687851678996,2.351495202057891,2.31837557046026,2.4002565300658762,1.2387868595871168,2.319039815562536,2.2539892662307865,2.097610796626422,2.3015876466031866,2.5897634869849773,3.1259816538547156,2.790772037862,2.611172380044005,2.4982508675278257,2.1953475983222193,2.963474123974886,2.84197311892718,2.604071323668861,3.0565835283663674,2.0874628412503395,2.657640005207824,2.5533605033353277,2.786596361890807,2.127633279725874,2.5801454844233804,2.9088129077395473,2.488000770834068,2.333423733725192,1.8155754288625725,2.356143810225275,2.4646682670034443,1.9634741239748859,2.4356285940520905,2.2172307162206693,2.636914580355878,2.1634987322828794,2.2898344651775093,2.596935142387232,2.3015876466031866,2.3248106034204836,2.608809242675524,2.229587922740652,2.761285273361619,2.356143810225275,2.2172307162206693,2.37851162325373
ENSSSCG00000000033,2.2357270598380583,1.859969548221026,1.859969548221026,1.7048719644563528,1.6369145803558778,1.550900664647523,2.155044168664676,2.2948722987692967,2.1339670758428158,2.2239823491486805,2.1174674729006724,2.2014960685188183,1.4854268271702418,1.2868811477881617,2.0107798387532423,1.6915341649192002,1.292781749227846,1.8278190246173196,1.6553518286125541,1.5945485495503542,2.1634987322828794,2.5631581304028077,1.8718436485093177,1.0285691521967708,1.9708536543404835,2.821710215034674,2.1043366598147357,1.709290635723358,2.144046369616707,2.0,2.4515408330178317,1.74416109557041,2.169925001442312,2.3362833878644325,2.1858665453113337,2.2387868595871168,1.2630344058337937,1.875780063068488,2.0071955014042038,2.229587922740652,2.570462931026041,2.7570232465074596,1.7865963618908067,2.403267722339301,2.327687364176047,2.0806576633452254,1.6644828403646825,3.249445341085839,3.0686708106650986,3.3798981635246923,2.521050736900963,2.899175630480513,2.761285273361619,3.0755326311673574
ENSSSCG00000000034,4.4535175792154975,4.513490745588118,4.069530325162305,4.316145742293356,4.4087118610294285,4.37851162325373,4.3053824246065275,4.451575527346929,4.2606061183069635,4.334924645491474,4.1713415060518635,4.327289991410201,1.9145645234939397,3.956056652412403,4.299391206126829,4.330558400030802,4.15623479785027,3.969012307516316,3.584962500721156,4.104336659814735,4.099295204337775,4.177917792195843,4.428276414392509,4.06522762277562,4.116863757690899,4.150559676575382,4.143230134776893,4.507160349117523,4.448240225216066,4.321206566969903,4.381283372503783,3.581351247168777,4.0557162635125446,4.132576842670009,4.409390936137702,4.2630344058337934,2.8094144442358986,4.3554391972486854,4.372255648445787,4.391630261517429,4.368069876532083,4.346247774082776,4.369466483650723,3.9078520718459635,4.22573765346606,3.9541963103868754,4.064365540263628,4.4886435398537845,4.205548911173033,4.327687364176048,4.412781525338476,4.4705368650925825,4.570462931026041,4.7349805234358895
ENSSSCG00000000035,1.3673710656485294,1.835924074254375,1.4541758931858022,1.4329594072761063,1.922197848396367,1.8559896973084806,1.6584040584952857,1.7200489373486458,1.7273599025518371,1.794337782543823,1.673028891038129,1.6602778724257141,0.7398481026993274,1.4646682670034443,1.3334237337251917,0.9486008474933558,1.6780719051126378,1.4168397419128291,1.0496307677246008,1.9781956296816516,1.84799690655495,1.9107326619029126,1.84799690655495,1.5360529002402097,1.565597175854225,2.169925001442312,1.8439838440483265,1.9068905956085185,1.7739963251111732,2.2479275134435857,2.097610796626422,1.01435529297707,2.27500704749987,1.3161457422933565,2.2141248053528475,2.15704371014558,1.3161457422933565,1.899175630480513,2.0250287944915226,2.2660368939953175,1.5459683691052926,2.035623909730721,1.3895668117627256,1.7697717392494479,2.1634987322828794,2.070389327891398,1.5558161550616396,1.9183862344463478,2.304511041809953,1.9634741239748859,1.5753123306874368,1.6182386555954547,2.0942360698457656,1.859969548221026
ENSSSCG00000000036,3.465974464504069,3.4776773275653072,3.7782085763980877,3.0125686735030555,3.1358631653686793,2.931683057059806,3.4417914470213318,3.4809403663369562,3.508460561627458,3.4923521270606344,3.402764976987842,3.4806153998798246,2.1731274334806563,2.7246502717329673,3.2249663650002742,2.3868109464722167,3.817623257511431,2.269033146455237,1.7949356628035362,2.8298495598446904,2.849999259466098,2.8659188145522125,2.572889668420581,2.475084882948783,2.9873208659292536,3.5323169593327655,2.788685710613534,3.1043366598147357,2.8399595874895316,3.2720231890610485,3.1325768426700082,2.063502942306158,3.3840498067951597,1.8678964639926547,3.035623909730721,3.137503523749935,3.171527106038814,3.3161457422933562,3.1076878693143737,3.1473066987802936,2.925999418556223,3.085764553778314,2.8579809951275723,2.6915341649192004,3.4475791965488827,2.942983598187102,2.944858445807539,3.20006486151431,3.9126498648972037,3.62760683812965,3.542258049766918,2.9891390073682333,3.2794712956444676,3.1667154449664223
ENSSSCG00000000037,5.352617298958503,5.148120631123964,5.67072705449947,5.995710628907104,6.026800059343715,5.526381862561924,5.362105199250638,5.597337233202118,5.435366895429,5.497235486540972,5.301291747699906,5.585203046583305,3.6205864104518777,5.295355692891673,5.601102203376409,5.228433920513366,5.233044401265581,5.543805175964397,4.442943495848728,5.108942568660791,5.854494418154875,5.135042286233651,5.808127587455465,5.438292851579146,5.076815597050831,5.208673319629471,5.47735352663456,5.4376272483189485,5.623223075896506,5.582857034844238,5.525129251203973,4.73226919950145,5.528571318870758,4.799087306074004,5.745237332129749,5.852498298789891,4.808385050656093,5.23189316164533,5.032982416699428,5.173527238122508,5.404971223589166,5.399854673572431,4.910732661902912,5.0430819818956625,5.171126746652066,5.147713722352154,5.108942568660791,5.681168120416691,5.519479002307236,5.377123749129487,5.79259510251225,5.645298163948631,5.831877241191673,5.866660750819986
ENSSSCG00000000038,5.939226577728209,6.165911938935689,5.523561956057013,6.576673292516575,6.614268135164198,6.193377510564362,6.064899488219888,6.383547850186626,5.548498456599712,6.005167842720001,5.040613574469847,6.136506890519466,3.4462562298895643,6.123086750981061,6.299391206126829,6.890689877685267,5.742275747540269,6.57106999816771,6.5054146093467535,5.61970645004589,5.128870759465125,6.1501534552462465,6.0759604132434015,5.449891473010944,6.234961094839504,6.146899560343589,6.134015530058444,6.903279342056139,6.258330472612426,6.393690764187454,6.4693976168765515,6.171727244076298,6.28021399581062,6.524502537449162,6.722602636851373,5.95489421979703,4.804776377955828,6.672283894347392,6.734709620225838,7.050610526703437,6.884720012560474,6.85860271245712,6.144454313926194,6.180903709179382,5.590362488463746,5.361066488794321,5.521050736900963,6.297741678491371,5.282810439572558,5.490890978894291,5.922673592849446,5.581652530461277,6.145677455195635,5.74416109557041
ENSSSCG00000000039,4.616475328782878,4.6865005271832185,4.424250286084049,4.630521963471638,4.697106574476975,4.502712485966061,4.49015150088058,4.5426606930327695,4.524695464095676,4.502619092599027,4.401509712554472,4.488485845024533,2.7506065048355923,4.154615611326894,4.717539343391165,4.177917792195843,4.169123281476757,4.128458384146928,3.6678921252302343,3.9164766444377164,4.268284666520996,4.4376272483189485,4.359661722333877,3.9020735793107426,4.192194165283345,4.351910961103077,4.306699707272787,4.69655030107857,4.423578170981798,4.632849830117706,4.2787282129389395,3.0125686735030555,4.3269687115878925,3.8609627978581167,4.767654798237347,4.416839741912829,3.3074285251922473,4.4208865749755315,4.51853513898218,4.731726322715782,4.431622959713292,4.524189078449365,4.428946344769483,4.676944359106912,4.699884728697476,4.425593577653059,4.639232163249277,4.661065479806948,4.674121632632394,4.555202633878297,4.8389517669519435,4.446256229889564,4.800641097329084,4.7692427951405385
ENSSSCG00000000045,4.2622828064206555,4.621758856709732,4.587364990936461,4.677508242264722,4.527946098908258,4.743084055549586,4.384651980509004,4.713826550882436,4.418699214831401,4.459788123360511,4.4199387779919785,4.536162662538767,1.8399595874895318,4.8052924556007115,4.710393192170516,5.046141781644721,4.8011586560936985,4.601696516480957,4.667892125230234,4.57106999816771,4.500802053057158,4.795974694206668,4.522306892871389,4.765534746362977,4.7251958172266635,4.688180358586926,4.817111572795697,4.582556003014061,4.970393537914677,4.62760683812965,5.006298023900369,4.28318097894557,4.6455863859136075,4.862451391325582,4.637494325206311,5.064365540263628,4.392317422778761,4.6570683012015754,4.441616269406558,4.589164236699772,4.80683958179819,4.254745197629213,4.363171077119244,4.673556423990145,4.422233000683048,4.505255800932163,4.229587922740652,4.848497755385146,5.174725987706133,4.87921563716567,5.2787282129389395,4.928844036712568,4.9818526532897405,4.589763486984977
ENSSSCG00000000046,10.436107690583908,9.224894035561475,9.10855059232116,9.76892864279441,9.538518764093165,11.048009983789603,9.203879142902462,9.749705160184766,9.074414352037028,9.123736276007815,8.787756465418493,9.300771151512741,6.506684447730761,9.798957747900428,10.187859278171198,9.954472606566783,10.409178759500671,10.073820233291672,9.93438380811304,9.307382984857298,9.034743949324735,9.910327926299,9.624027763463943,9.892846350216027,9.501558568613342,10.074730197729412,9.640769128651616,9.858804712915534,9.158862106208455,10.026523442519766,10.424985053624376,8.748628947288049,10.09426246551766,10.368091708918959,10.81177605532666,10.25467434588417,7.800705802329471,10.377275612907344,10.939645324079848,10.884666598769773,10.618247833949814,10.055431578594957,10.034138665052843,10.050991364465098,9.368615587111229,10.041645463763544,9.209575209726896,10.398134425400052,9.039138393906958,9.14840031434523,9.81701561170431,9.439519253125685,10.20076376742529,10.485939971441184
ENSSSCG00000000050,3.140778655782796,2.996388746447621,2.84799690655495,3.171527106038814,3.3476656563009706,3.033863451866284,3.3557022133652517,3.386204290726348,3.3727020783621247,3.3717865962181386,3.2972186825069376,3.379426179332147,1.4489009511451278,2.1243281350022016,3.0426443374084937,2.4672794804599825,2.6158870739160567,2.823749360308273,1.9335726382610239,2.6622054996536164,2.414135532984451,2.572889668420581,2.761285273361619,2.319039815562536,2.4276061727818994,3.343407822297814,2.9541963103868754,3.357552004618084,2.608809242675524,3.1193561770396756,2.4905701304462013,1.835924074254375,3.229587922740652,2.4982508675278257,3.431622959713292,3.0443941193584534,1.8875252707415875,2.5285713188707577,3.2418401835646704,3.3015876466031866,3.2555007331483865,3.111031312388744,2.4698859762744636,2.634593268445757,2.9068905956085187,3.250961573533219,2.6644828403646827,3.032100843167024,3.168321115739723,3.442280035252584,3.277984747299765,3.2464080872463845,3.085764553778314,3.3204846780176935
ENSSSCG00000000058,6.193968819421969,6.008540671702954,6.185271905593818,6.029011086659068,6.048323386537814,5.808385050656093,5.50205298634451,5.818475916039935,5.636388793665929,5.638349358776244,5.42136172305398,5.6022742114108315,3.0925457415435655,5.642123916153487,5.672990993827748,5.053111336459563,5.758356482939917,5.244887059123535,4.4950555283680185,5.594249947657352,5.530445354692906,5.896271848807375,5.554281862626391,5.285402218862249,5.118525848935668,5.866907978143166,5.54936113292434,5.854494418154875,5.538227739736,6.019701914442548,5.356143810225276,4.148934104526339,5.841721581128462,4.561326136453918,5.830863756751758,5.84799690655495,4.203201156316611,5.842224612877244,5.7524810044563734,5.804001915179304,5.71699089440494,5.819157223674968,6.168321115739722,5.8209447918806925,5.930737337562887,5.768713657030485,6.064796645911805,5.718087583960517,6.235344128172668,6.27015513876653,6.267535798068735,6.149950301681046,6.278914019499939,6.080444483434842
ENSSSCG00000000059,4.039138393906958,3.938285791884053,3.713695814843359,4.1440463696167065,3.955126781261366,3.9174317553901044,4.053372646018526,4.148451569104642,4.071964957999328,4.082299707303893,4.000047570118258,4.089853374310997,1.859969548221026,3.853995647176393,3.5447326559326235,3.5096958419333872,3.8659188145522125,3.613531652917927,3.3923174227787602,3.655351828612554,4.0557162635125446,3.6971065744769747,3.6147098441152083,3.5909612413425993,3.859969548221026,3.769771739249448,3.957914598632985,3.9873208659292536,3.8728287595348854,4.032982416699428,3.9653225483672547,3.0548484769956197,4.060047383669939,3.7322691995014496,4.089159131911238,4.270528942380718,2.761285273361619,4.058316495590823,3.9364023777250634,3.950468414150123,3.7813597135246595,3.9845893503624565,3.6948801927991917,3.7602209464665095,4.254745197629213,3.9001422603598166,3.679198570566922,4.064365540263628,4.185866545311334,4.24031432933371,4.044394119358453,4.128458384146928,4.168321115739722,4.071247819461443
ENSSSCG00000000061,2.2448870591235344,1.899175630480513,2.8257856274647914,2.9818526532897405,2.572889668420581,2.2418401835646704,2.5915972814714703,2.6141764588866514,2.4666346041539025,2.5760795993636774,2.432136474147976,2.710669544162381,0.8318772411916731,1.7311832415722,1.6553518286125541,1.9927684307689242,1.9068905956085185,2.0250287944915226,1.7865963618908067,1.4382928515791469,3.4059923596758366,1.8155754288625725,1.9107326619029126,2.3103401206121505,2.568032104771279,2.341985747228616,2.3132458517875616,2.292781749227846,2.5921580021253603,1.9373443921502325,2.835924074254375,1.570462931026041,2.3248106034204836,2.389566811762726,2.430285272977781,2.702657543390911,1.9634741239748859,1.765534746362977,2.0908534304511135,2.2720231890610485,2.3476656563009706,2.0214797274104517,1.726831217032493,2.2898344651775093,2.718087583960517,2.063502942306158,2.9653225483672547,2.6644828403646827,2.9373443921502322,3.426264754702098,3.289834465177509,3.2809563138310565,3.4369613378336026,3.5372960670908418
ENSSSCG00000000063,1.7004397181410922,2.361768359419153,1.7355221772965375,2.3248106034204836,1.9745293124838819,1.9855004303048849,2.0707443089479165,2.106819135163649,2.1192282866026795,2.0914236167090756,1.9673742917907686,2.106819135163649,1.6040713236688608,1.6599245584023783,1.550900664647523,1.3673710656485294,1.944858445807539,1.4698859762744636,1.6870606883398924,2.2078928516413328,1.6507645591169025,2.361768359419153,1.9523335663696857,1.9297909977185974,2.150559676575381,2.2078928516413328,2.0942360698457656,1.5008020530571577,1.8836208162856714,1.3103401206121505,2.0908534304511135,1.752748591407134,2.0942360698457656,2.028569152196771,1.8278190246173196,2.049630767724601,2.0942360698457656,1.9781956296816516,1.480265122054463,1.6870606883398924,2.077242998932461,1.269033146455237,2.350497247084133,2.0908534304511135,1.922197848396367,1.7739963251111732,2.232660756790275,1.899175630480513,2.704871964456353,2.5801454844233804,2.6016965164809576,2.0565835283663674,2.5084286525318573,2.0071955014042038
ENSSSCG00000000064,5.899175630480513,5.636624620543649,5.43028527297778,5.50747752951693,5.774787059601174,5.370513052460412,4.915096430269284,5.438855445869016,4.830301436941564,4.917734827745324,4.507504389806973,4.986282539406057,2.521050736900963,5.242221395098369,5.997518234519788,5.38543103719352,5.115615931428109,5.640389560054945,5.157852169141737,5.720278465233327,5.3377110921282895,5.8346606579017255,5.908332569782425,5.442943495848728,5.472487771462744,5.903761365128077,5.765799923285126,6.1630961384360115,5.688180358586926,6.070389327891398,5.537606691495291,4.24412594328373,5.581652530461277,5.2600256559614555,5.985044962253466,5.360715425392931,3.9736112755194717,5.833396134163228,6.030336078370959,5.991181681408527,5.782932704820836,5.649328040984784,5.863442934348041,5.591260524621525,5.43095427138573,5.356848079236522,5.597233189086131,5.599912842187128,5.509062386361898,5.405652061280371,5.69292928642903,5.672142432853835,5.773468927905195,5.773996325111173
ENSSSCG00000000066,1.6040713236688608,1.5945485495503542,1.6461626571578936,1.8439838440483265,1.9335726382610239,1.8519988371124463,1.7956481747970667,1.8377714339043583,1.7956481747970667,1.7785336429715906,1.7580044656984455,1.8077569699996388,0.5655971758542251,1.2570106182060237,1.6644828403646825,0.963474123974886,1.4594316186372973,1.2203299548795556,0.8875252707415875,1.4854268271702418,1.3276873641760472,1.5109619192773793,1.7570232465074596,1.372952097911829,1.2265085298086797,1.5210507369009632,1.495695162624069,1.495695162624069,1.6182386555954547,1.903038270112912,1.584962500721156,0.8953026213333066,1.3840498067951599,1.2630344058337937,1.6461626571578936,1.8032270364349277,0.7136958148433591,1.8237493603082728,1.632268215499513,1.7398481026993275,1.4222330006830475,1.5945485495503542,1.531069492725954,1.4750848829487828,1.859969548221026,1.6735564239901446,1.7570232465074596,2.0565835283663674,1.8196681834964554,1.8237493603082728,2.0531113364595623,2.2203299548795554,2.2141248053528475,2.356143810225275
ENSSSCG00000000068,2.9145645234939397,2.8439838440483265,3.158660175346498,3.1342209397606338,2.823749360308273,2.5434958834257717,2.9150050726862857,2.9352060117784635,2.9428168502990575,2.9360689057695337,2.884014825180693,2.9360689057695337,1.1110313123887439,2.1176950426697547,2.6848187375532224,1.7612852733616193,3.1009776477248208,2.01435529297707,1.0565835283663676,1.835924074254375,2.144046369616707,2.361768359419153,2.032100843167024,1.7612852733616193,1.9068905956085185,2.6530600171045644,2.269033146455237,3.0197019144425483,2.150559676575381,3.049630767724601,2.0942360698457656,1.0565835283663676,2.5533605033353277,1.4646682670034443,2.851998837112446,2.2539892662307865,1.9671686075326276,2.773996325111173,2.5558161550616396,2.942983598187102,2.4059923596758366,3.0125686735030555,1.9855004303048849,2.1076878693143737,2.771885578515366,2.4059923596758366,2.604071323668861,2.356143810225275,2.84799690655495,2.503348735167504,2.400537929583729,2.3248106034204836,2.817623257511431,2.6530600171045644
